DBA,Organization,CIDR,bits,net
,"Transwave Communications Systems, Inc.",67.222.112.0/20,20,67.222.112.0/20
,HostDrive.Com,67.222.64.0/19,19,67.222.64.0/19
,Bristol Tennessee Essential Services,67.223.0.0/19,19,67.223.0.0/19
,Toonbox ENTERTAINMENT 333 BLOOR,67.224.86.0/29,29,67.224.86.0/29
,Krypt Technologies,67.229.0.0/16,16,67.229.0.0/16
,Primus Canada Ltd.,67.230.134.0/24,24,67.230.134.0/24
,Gardonville Coop Telephone Association,67.230.224.0/20,20,67.230.224.0/20
,Columbus Communications Jamaica Limited,67.230.48.0/21,21,67.230.48.0/21
,Columbus Communications Jamaica Limited,67.230.56.0/22,22,67.230.56.0/22
,Columbus Communications Jamaica Limited,67.230.64.0/21,21,67.230.64.0/21
,COWEN EXECUTION SERVICES LLC.,67.43.80.0/20,20,67.43.80.0/20
,WALZER SULLIVAN AND HLOUSEK,67.62.115.0/31,31,67.62.115.0/31
,Optimum Online,67.80.0.0/13,13,67.80.0.0/13
,BMW Manufacturing,68.115.224.0/24,24,68.115.224.0/24
,SNAPPYDSL.NET,68.142.0.0/19,19,68.142.0.0/19
,GloboTech Communications,68.168.112.0/20,20,68.168.112.0/20
,EPB Fiber Optics,68.169.128.0/18,18,68.169.128.0/18
,Reseau Picanoc.net Inc.,68.171.64.0/20,20,68.171.64.0/20
,PANGEO CORP,68.179.40.0/29,29,68.179.40.0/29
,Meridian Terrace,68.180.104.0/23,23,68.180.104.0/23
,River Park at Raritan,68.180.106.0/23,23,68.180.106.0/23
,Brownstones at Englewood South,68.180.108.0/23,23,68.180.108.0/23
,Rockland West,68.180.112.0/23,23,68.180.112.0/23
,Chestnut Square,68.180.4.0/24,24,68.180.4.0/24
,Villas on Rensch,68.180.84.0/24,24,68.180.84.0/24
,CSW INC.,68.187.225.0/28,28,68.187.225.0/28
,Riley Spence Properties,68.187.5.0/28,28,68.187.5.0/28
,CREATIVE FOAM CORPORATION,68.188.111.0/28,28,68.188.111.0/28
,Optimum Online,68.192.0.0/13,13,68.192.0.0/13
,"CSC HOLDINGS, Inc. - Static IP Services",68.195.201.0/29,29,68.195.201.0/29
,AGS ADSL CBB,68.217.192.0/18,18,68.217.192.0/18
,"Natural Wireless, LLC",68.233.176.0/20,20,68.233.176.0/20
,Gamecock Village,68.234.190.0/23,23,68.234.190.0/23
,Dolphin Cove,68.234.208.0/24,24,68.234.208.0/24
,"Blue Valley Tele-communications, Inc.",68.234.96.0/19,19,68.234.96.0/19
,"FAIRPOINT COMMUNICATIONS, INC.",68.237.136.0/21,21,68.237.136.0/21
,Digicel BVI Limited,68.65.216.0/23,23,68.65.216.0/23
,Fibrenoire Inc.,68.67.32.0/19,19,68.67.32.0/19
,Southern Fibernet LLC,68.68.165.0/24,24,68.68.165.0/24
,"Adams CATV, Inc.",68.70.16.0/20,20,68.70.16.0/20
,"FINGER LAKES TECHNOLOGIES GROUP, INC.",68.70.48.0/20,20,68.70.48.0/20
,"Adams CATV, Inc.",68.70.8.0/21,21,68.70.8.0/21
,Continuum,68.71.160.0/19,19,68.71.160.0/19
,Canadian Niagara Hotels,68.71.22.0/24,24,68.71.22.0/24
,"Interserver, Inc",69.10.32.0/19,19,69.10.32.0/19
,"PROMENET, INC.",69.10.64.0/19,19,69.10.64.0/19
,Colby Sawyer College,69.11.192.0/26,26,69.11.192.0/26
,Optimum Online,69.112.0.0/12,12,69.112.0.0/12
,SAT TELECOMMUNICATIONS LTD,69.12.108.0/22,22,69.12.108.0/22
,State University of New York at Buffalo,69.12.16.0/21,21,69.12.16.0/21
,"Pilot Fiber, Inc.",69.12.26.0/23,23,69.12.26.0/23
,Wynn Resorts Limited,69.12.36.0/24,24,69.12.36.0/24
,"Ether Web Network, Inc.",69.12.4.0/22,22,69.12.4.0/22
,Education Service Center Region 20,69.147.0.0/18,18,69.147.0.0/18
,Societe en Commandite Opitciwan Telecom,69.158.249.0/24,24,69.158.249.0/24
,Strong Technologies LLC,69.16.145.0/24,24,69.16.145.0/24
,"Towerstream I, Inc.",69.163.48.0/20,20,69.163.48.0/20
,A  M,69.163.56.0/28,28,69.163.56.0/28
,LM Wireless,69.163.62.0/29,29,69.163.62.0/29
,"Motion Industries, Inc.",69.164.105.0/27,27,69.164.105.0/27
,Xchange Telecom Corp.,69.164.128.0/20,20,69.164.128.0/20
,Honest,69.169.4.0/22,22,69.169.4.0/22
,LinkBermuda LTD,69.17.192.0/19,19,69.17.192.0/19
,Planet Networks,69.172.128.0/20,20,69.172.128.0/20
,"PacketExchange, Inc",69.174.0.0/17,17,69.174.0.0/17
,"Nominum, Inc",69.174.29.0/25,25,69.174.29.0/25
,Vonage Business Inc.,69.176.64.0/20,20,69.176.64.0/20
,"Eagle Broadband Investments, LLC",69.18.224.0/24,24,69.18.224.0/24
,"Eagle Communications, Inc.",69.18.246.0/24,24,69.18.246.0/24
,Terremark Culpeper,69.195.247.0/24,24,69.195.247.0/24
,Stone Point Capital,69.195.41.0/30,30,69.195.41.0/30
,Roselle Public Schools,69.195.46.0/28,28,69.195.46.0/28
,Taconic Technology Corp,69.195.48.0/20,20,69.195.48.0/20
,Advance Publications Inc.,69.2.96.0/19,19,69.2.96.0/19
,"EARTHLINK, INC.",69.22.216.0/21,21,69.22.216.0/21
,"EARTHLINK, INC.",69.22.224.0/19,19,69.22.224.0/19
,accessNE marl2 ofc DR,69.26.113.0/28,28,69.26.113.0/28
,AMICO SOURCE CORPORATION,69.27.238.0/28,28,69.27.238.0/28
,"Blueriver Networking Services, Inc.",69.27.48.0/20,20,69.27.48.0/20
,"Atlantic.Net - Dallas, LLC.",69.28.84.0/23,23,69.28.84.0/23
,"Atlantic.net, Inc.",69.28.92.0/22,22,69.28.92.0/22
,City of Santa Monica,69.31.123.0/24,24,69.31.123.0/24
,"WestHost, Inc.",69.36.160.0/19,19,69.36.160.0/19
,Cal-Ore Telephone Co.,69.36.192.0/20,20,69.36.192.0/20
,"RedZone Wireless, LLC",69.39.96.0/19,19,69.39.96.0/19
,Webair Internet Development Company Inc.,69.42.64.0/19,19,69.42.64.0/19
,"Westelcom Internet, Inc.",69.43.208.0/20,20,69.43.208.0/20
,"Lightower Fiber Networks I, LLC",69.46.224.0/20,20,69.46.224.0/20
,"ISPnet, Inc.",69.48.128.0/18,18,69.48.128.0/18
,"Arquitectonia International Corp,",69.48.129.0/27,27,69.48.129.0/27
,Fisher Brothers,69.48.132.0/24,24,69.48.132.0/24
,St. Francis College,69.48.147.0/24,24,69.48.147.0/24
,Daiwa Securities Trust Company,69.48.149.0/28,28,69.48.149.0/28
,Scarsdale Schools District,69.48.155.0/24,24,69.48.155.0/24
,First Light Fiber,69.49.128.0/19,19,69.49.128.0/19
,SouthernLINC Wireless,69.5.240.0/20,20,69.5.240.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",69.50.40.0/22,22,69.50.40.0/22
,PIVOT,69.50.48.0/20,20,69.50.48.0/20
,Antigua Computer Technology,69.50.64.0/20,20,69.50.64.0/20
,SOGETEL INC,69.51.192.0/18,18,69.51.192.0/18
,Netflix Inc,69.53.224.0/19,19,69.53.224.0/19
,GMA,69.54.29.0/24,24,69.54.29.0/24
,NetX Parma,69.54.51.0/25,25,69.54.51.0/25
,"ServerStack, Inc.",69.55.48.0/20,20,69.55.48.0/20
,Cable & Wireless Antigua and Barbuda Ltd,69.57.224.0/19,19,69.57.224.0/19
,"Access Media Holdings, LLC",69.59.0.0/20,20,69.59.0.0/20
,Overkill Interbuzz LLC,69.59.18.0/24,24,69.59.18.0/24
,"Vonage Holdings, Inc.",69.59.224.0/19,19,69.59.224.0/19
,STARLAN TELECOM CORP.,69.60.128.0/20,20,69.60.128.0/20
,NBS,69.60.192.0/19,19,69.60.192.0/19
,RLA Creative,69.60.216.0/28,28,69.60.216.0/28
,Jefferson Davis Parish Schools,69.63.165.0/27,27,69.63.165.0/27
,Sidera Networks LLC,69.64.192.0/19,19,69.64.192.0/19
,STARWOOD HOTELS,69.64.192.0/30,30,69.64.192.0/30
,MASS Communications,69.64.201.0/24,24,69.64.201.0/24
,ENERGY INTELLIGENCE,69.64.213.0/29,29,69.64.213.0/29
,SAC Affaires VL,69.70.0.0/19,19,69.70.0.0/19
,SAC Affaires VL,69.70.128.0/19,19,69.70.128.0/19
,SAC Affaires VL,69.70.32.0/19,19,69.70.32.0/19
,NHL Enterprises,69.72.16.0/21,21,69.72.16.0/21
,Eh!Tel Networks Inc.,69.72.30.0/24,24,69.72.30.0/24
,Planet One Networks,69.72.56.0/22,22,69.72.56.0/22
,Cable & Wireless (Barbados) Limited,69.73.192.0/18,18,69.73.192.0/18
,Nassau Boces/Herrick SD,69.74.164.0/25,25,69.74.164.0/25
,"Columbus Networks USA, Inc.",69.79.0.0/16,16,69.79.0.0/16
,UNIVERSITY OF PITSBURG,69.80.134.0/23,23,69.80.134.0/23
,UNIVERSITY OF PITSBURG,69.80.136.0/22,22,69.80.136.0/22
,Wells College,69.80.165.0/24,24,69.80.165.0/24
,Wells College,69.80.166.0/23,23,69.80.166.0/23
,Cable & Wireless St Lucia,69.80.17.0/24,24,69.80.17.0/24
,"EARTHLINK, INC",69.81.192.0/20,20,69.81.192.0/20
,Atlantic Broadband,69.84.96.0/19,19,69.84.96.0/19
,EARTHLINK INC,69.86.0.0/20,20,69.86.0.0/20
,"EARTHLINK, INC",69.86.128.0/19,19,69.86.128.0/19
,EARTHLINK INC,69.86.16.0/21,21,69.86.16.0/21
,"EARTHLINK, INC",69.86.160.0/21,21,69.86.160.0/21
,"EARTHLINK, INC",69.86.168.0/22,22,69.86.168.0/22
,"EARTHLINK, INC",69.86.174.0/23,23,69.86.174.0/23
,"EARTHLINK, INC",69.86.176.0/20,20,69.86.176.0/20
,"EARTHLINK, INC",69.86.192.0/20,20,69.86.192.0/20
,"EARTHLINK, INC",69.86.208.0/21,21,69.86.208.0/21
,EARTHLINK INC,69.86.220.0/23,23,69.86.220.0/23
,"EARTHLINK, INC",69.86.32.0/19,19,69.86.32.0/19
,"EARTHLINK, INC",69.86.64.0/19,19,69.86.64.0/19
,"EARTHLINK, INC",69.86.96.0/19,19,69.86.96.0/19
,"Atlantic.Net - Santa Clara, CA",69.87.218.0/24,24,69.87.218.0/24
,Antietam Cable Television,69.88.36.0/22,22,69.88.36.0/22
,Lepton Global Solutions,69.88.8.0/24,24,69.88.8.0/24
,GigaMonster,69.94.192.0/19,19,69.94.192.0/19
,"Transit Wireless, LLC.",69.94.56.0/22,22,69.94.56.0/22
,Choice one Internal,69.95.2.0/25,25,69.95.2.0/25
,Choice one Internal,69.95.2.128/26,26,69.95.2.128/26
,Choice one Internal,69.95.2.192/27,27,69.95.2.192/27
,Choice one Internal,69.95.2.224/31,31,69.95.2.224/31
,That Internet Solutions Place,69.95.71.0/24,24,69.95.71.0/24
,"Allstream Business US, LLC",70.102.0.0/15,15,70.102.0.0/15
,"FAIRPOINT COMMUNICATIONS, INC.",70.105.224.0/19,19,70.105.224.0/19
,"FAIRPOINT COMMUNICATIONS, INC.",70.16.192.0/19,19,70.16.192.0/19
,"FAIRPOINT COMMUNICATIONS, INC.",70.16.64.0/20,20,70.16.64.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",70.16.96.0/20,20,70.16.96.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",70.20.32.0/19,19,70.20.32.0/19
,Bluegrass Cellular Inc.,70.32.224.0/19,19,70.32.224.0/19
,"3 Rivers Telephone Cooperative, Inc.",70.33.12.0/22,22,70.33.12.0/22
,"3 Rivers Telephone Cooperative, Inc.",70.33.16.0/22,22,70.33.16.0/22
,Atlantic Telephone Membership Corp.,70.35.176.0/20,20,70.35.176.0/20
,Crown Plaza Hotel,70.35.37.0/25,25,70.35.37.0/25
,Hotwire Communications,70.35.80.0/20,20,70.35.80.0/20
,Hotwire Fision,70.35.80.0/23,23,70.35.80.0/23
,Infrastructure Networks,70.36.18.0/26,26,70.36.18.0/26
,Atlantic Telephone Membership Corp.,70.40.64.0/18,18,70.40.64.0/18
,AASKI Technology,70.42.42.0/24,24,70.42.42.0/24
,PenTeleData Inc. ,70.44.0.0/16,16,70.44.0.0/16
,HATTER SOFT,70.88.226.0/29,29,70.88.226.0/29
,Business Administrator of AC,70.89.34.0/29,29,70.89.34.0/29
,Medical Support,70.89.63.0/29,29,70.89.63.0/29
,SOFTSAGES LLC,70.89.92.0/29,29,70.89.92.0/29
,KGULLER LLC,70.90.10.0/29,29,70.90.10.0/29
,Weintraub Telecomm,70.90.14.0/29,29,70.90.14.0/29
,HOLIDAY INN EXPRESS,70.91.155.0/29,29,70.91.155.0/29
,Marvelwood,71.11.11.0/28,28,71.11.11.0/28
,The Butler Corporation,71.11.8.0/29,29,71.11.8.0/29
,"FAIRPOINT COMMUNICATIONS, INC.",71.161.192.0/19,19,71.161.192.0/19
,"FAIRPOINT COMMUNICATIONS, INC.",71.168.64.0/18,18,71.168.64.0/18
,"FAIRPOINT COMMUNICATIONS, INC.",71.169.128.0/18,18,71.169.128.0/18
,"FAIRPOINT COMMUNICATIONS, INC.",71.181.0.0/17,17,71.181.0.0/17
,eSecureData,71.19.240.0/20,20,71.19.240.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",71.241.128.0/20,20,71.241.128.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",71.241.192.0/19,19,71.241.192.0/19
,"FAIRPOINT COMMUNICATIONS, INC.",71.255.112.0/20,20,71.255.112.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",71.255.128.0/19,19,71.255.128.0/19
,ALLTEL - Mooresville ADSL IP Pool,71.28.105.0/24,24,71.28.105.0/24
,"Lexington,KY Internet POP - Dynamic DSL Pool",71.28.192.0/20,20,71.28.192.0/20
,DSL Pool - Cleveland,71.28.8.0/21,21,71.28.8.0/21
,DSL Pool - Matthews,71.28.80.0/21,21,71.28.80.0/21
,Alltel - Lexington,71.29.176.0/21,21,71.29.176.0/21
,Alltel - Harrison,71.29.252.0/22,22,71.29.252.0/22
,Alltel - Little Rock,71.30.128.0/21,21,71.30.128.0/21
,Alltel - Lincoln,71.31.160.0/21,21,71.31.160.0/21
,Alltel - Lincoln,71.31.192.0/22,22,71.31.192.0/22
,Douglas Elliman Property Management,71.4.163.0/24,24,71.4.163.0/24
,First Light Fiber,72.0.128.0/19,19,72.0.128.0/19
,Goldman Attorneys PLLC,72.0.129.0/29,29,72.0.129.0/29
,"Ace Innovative Networks, Inc.",72.0.224.0/20,20,72.0.224.0/20
,MONTVILLE HIGH SCHOOL,72.10.126.0/27,27,72.10.126.0/27
,"MTC Broadband, Inc.",72.10.192.0/24,24,72.10.192.0/24
,"MTC Broadband, Inc.",72.10.196.0/22,22,72.10.196.0/22
,"MTC Broadband, Inc.",72.10.202.0/23,23,72.10.202.0/23
,"MTC Broadband, Inc.",72.10.204.0/23,23,72.10.204.0/23
,gTel Teleconnections,72.10.216.0/22,22,72.10.216.0/22
,MetTel,72.11.192.0/19,19,72.11.192.0/19
,Hotwire Communications,72.13.128.0/19,19,72.13.128.0/19
,"Transbeam, Inc.",72.13.224.0/19,19,72.13.224.0/19
,MIT TELECOM,72.13.226.0/28,28,72.13.226.0/28
,PARK LANE HOTEL,72.13.228.0/26,26,72.13.228.0/26
,Empire Access,72.18.48.0/20,20,72.18.48.0/20
,"Cascade Access, LLC",72.19.32.0/19,19,72.19.32.0/19
,MAW COMMUNICATIONS,72.20.212.0/23,23,72.20.212.0/23
,Cable & Wireless (Barbados) Limited,72.22.128.0/19,19,72.22.128.0/19
,"HUDSON VALLEY DATANET, LLC",72.22.160.0/19,19,72.22.160.0/19
,Iroquois Gas Transmission System LP by it's agent Iroquois Pipeline Operating Company,72.22.161.0/29,29,72.22.161.0/29
,Newburgh Central School District,72.22.169.0/26,26,72.22.169.0/26
,"DataPipe, Inc.",72.232.0.0/16,16,72.232.0.0/16
,"DataPipe, Inc.",72.233.0.0/17,17,72.233.0.0/17
,LA-Z BOY FURNITURE GALLERIES,72.243.0.0/29,29,72.243.0.0/29
,Phenix Cable,72.243.144.0/24,24,72.243.144.0/24
,DEPENDABLE CREDIT CORP INC,72.248.218.0/26,26,72.248.218.0/26
,League Communications Corp.,72.249.199.0/25,25,72.249.199.0/25
,Secure Hosting Ltd.,72.252.113.0/24,24,72.252.113.0/24
,Columbus Communication Jamaica Limited,72.252.168.0/23,23,72.252.168.0/23
,FLOW,72.252.184.0/22,22,72.252.184.0/22
,FLOW,72.252.188.0/23,23,72.252.188.0/23
,FLOW,72.252.190.0/24,24,72.252.190.0/24
,FLOW,72.252.191.0/32,32,72.252.191.0/32
,FLOW,72.252.192.0/22,22,72.252.192.0/22
,FLOW,72.252.196.0/23,23,72.252.196.0/23
,FLOW,72.252.198.0/24,24,72.252.198.0/24
,FLOW,72.252.199.0/32,32,72.252.199.0/32
,SMITCOMS N.V.,72.252.8.0/21,21,72.252.8.0/21
,THEJNET,72.26.240.0/20,20,72.26.240.0/20
,ATLANTIC BROADBAND,72.28.128.0/19,19,72.28.128.0/19
,"Adams CATV, Inc.",72.28.16.0/21,21,72.28.16.0/21
,"Adams CATV, Inc.",72.28.24.0/22,22,72.28.24.0/22
,ATLANTIC BROADBAND,72.28.248.0/21,21,72.28.248.0/21
,"Adams CATV, Inc.",72.28.32.0/21,21,72.28.32.0/21
,"Adams CATV, Inc.",72.28.4.0/22,22,72.28.4.0/22
,"Adams CATV, Inc.",72.28.40.0/22,22,72.28.40.0/22
,"Adams CATV, Inc.",72.28.48.0/21,21,72.28.48.0/21
,"Adams CATV, Inc.",72.28.56.0/22,22,72.28.56.0/22
,"Adams CATV, Inc.",72.28.8.0/21,21,72.28.8.0/21
,The North-Eastern Pennsylvania Telephone Company,72.35.224.0/20,20,72.35.224.0/20
,Ultimate Software,72.35.67.0/24,24,72.35.67.0/24
,"PacketExchange, Inc",72.37.128.0/17,17,72.37.128.0/17
,COGECO COMMUNICATIONS INC.,72.38.112.0/20,20,72.38.112.0/20
,New York Connect,72.4.96.0/20,20,72.4.96.0/20
,BEST CLEANERS,72.45.128.0/29,29,72.45.128.0/29
,RICCELLI ENTERPRISES,72.45.164.0/29,29,72.45.164.0/29
,PRIMELINK,72.45.184.0/29,29,72.45.184.0/29
,UNIVERSITY PEDIATRIC DENTISTRY,72.45.252.0/28,28,72.45.252.0/28
,BENIHANA NATIONAL CORP,72.46.243.0/24,24,72.46.243.0/24
,Grande Communications San Antonio,72.48.241.0/24,24,72.48.241.0/24
,Grande Communications WACO HUB 5,72.48.32.0/21,21,72.48.32.0/21
,Public Company Accting Oversight Board (Exempt) ,72.5.155.0/24,24,72.5.155.0/24
,West Virginia University,72.50.128.0/18,18,72.50.128.0/18
,NeoTech,72.51.63.0/24,24,72.51.63.0/24
,Cable & Wireless (Barbados) Limited,72.51.64.0/18,18,72.51.64.0/18
,Region VII Education Service Center,72.53.176.0/20,20,72.53.176.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",72.71.192.0/18,18,72.71.192.0/18
,"FAIRPOINT COMMUNICATIONS, INC.",72.73.64.0/18,18,72.73.64.0/18
,Soundtivity Wireless,72.8.12.0/24,24,72.8.12.0/24
,"FAIRPOINT COMMUNICATIONS, INC.",72.87.52.0/23,23,72.87.52.0/23
,Atlantic Broadband,72.9.17.0/24,24,72.9.17.0/24
,Atlantic Broadband,72.9.18.0/24,24,72.9.18.0/24
,Atlantic Broadband,72.9.28.0/24,24,72.9.28.0/24
,"FAIRPOINT COMMUNICATIONS, INC.",72.92.128.0/19,19,72.92.128.0/19
,"FAIRPOINT COMMUNICATIONS, INC.",72.95.80.0/20,20,72.95.80.0/20
,"FAIRPOINT COMMUNICATIONS, INC.",72.95.87.0/24,24,72.95.87.0/24
,"FAIRPOINT COMMUNICATIONS, INC.",72.95.96.0/20,20,72.95.96.0/20
,Nysys Wireless LLC,74.112.36.0/22,22,74.112.36.0/22
,ABC Supply Co.,74.112.96.0/22,22,74.112.96.0/22
,Yale-New Haven Health Services Corporation,74.113.112.0/21,21,74.113.112.0/21
,"Rainbow Broadband, Inc.",74.113.160.0/21,21,74.113.160.0/21
,B & H Foto & Electronics Corp.,74.113.188.0/22,22,74.113.188.0/22
,Polo Ralph Lauren,74.113.64.0/22,22,74.113.64.0/22
,Direct Edge,74.115.128.0/21,21,74.115.128.0/21
,"SuperNet of Ohio, Inc.",74.115.40.0/21,21,74.115.40.0/21
,"MTC Broadband, Inc.",74.115.72.0/21,21,74.115.72.0/21
,Tranzact,74.116.136.0/24,24,74.116.136.0/24
,Tranzact,74.116.139.0/24,24,74.116.139.0/24
,"Fox Hill Holdings, Inc.",74.116.228.0/22,22,74.116.228.0/22
,NETSXM,74.116.94.0/24,24,74.116.94.0/24
,Tudor Investment Corporation,74.116.96.0/21,21,74.116.96.0/21
,Hospital for Special Surgery,74.117.136.0/22,22,74.117.136.0/22
,"EvolveIP, LLC",74.117.224.0/21,21,74.117.224.0/21
,Ntl Assoc of Corporate Directors,74.117.226.0/30,30,74.117.226.0/30
,Singer,74.117.229.0/30,30,74.117.229.0/30
,Hughes Hubbard & Reed LLP,74.118.188.0/22,22,74.118.188.0/22
,"Lightower Fiber Networks I, LLC",74.118.24.0/22,22,74.118.24.0/22
,Galton Capital,74.118.27.0/28,28,74.118.27.0/28
,"Dirxion, LLC",74.118.40.0/27,27,74.118.40.0/27
,"BIT BY BIT COMPUTER CONSULTANTS, INC.",74.119.228.0/22,22,74.119.228.0/22
,"DRW Holdings, LLC",74.119.40.0/22,22,74.119.40.0/22
,Fox News Channel,74.120.96.0/22,22,74.120.96.0/22
,Loews Hotels at Universal Orlando,74.121.216.0/21,21,74.121.216.0/21
,"EXPEREO USA, INC.",74.122.108.0/22,22,74.122.108.0/22
,New York Medical College,74.123.168.0/21,21,74.123.168.0/21
,"OPAQ Networks, Inc.",74.123.200.0/21,21,74.123.200.0/21
,"Dealertrack, Inc.",74.200.96.0/19,19,74.200.96.0/19
,Internap Holding LLC,74.201.0.0/16,16,74.201.0.0/16
,Dedicated.com,74.201.72.0/23,23,74.201.72.0/23
,Globallink,74.204.192.0/18,18,74.204.192.0/18
,Michigan Primary Care Association,74.204.68.0/26,26,74.204.68.0/26
,"FAIRPOINT COMMUNICATIONS, INC.",74.209.16.0/20,20,74.209.16.0/20
,Sarum LLC,74.209.254.0/30,30,74.209.254.0/30
,"Cogeco Communications Holdings, Inc.",74.210.128.0/19,19,74.210.128.0/19
,"Towerstream I, Inc.",74.212.128.0/18,18,74.212.128.0/18
,Continental Currency Services,74.212.241.0/27,27,74.212.241.0/27
,Logix,74.213.0.0/18,18,74.213.0.0/18
,Emery Telcom,74.214.224.0/19,19,74.214.224.0/19
,Ramapo College of New Jersey,74.214.96.0/19,19,74.214.96.0/19
,Allstream Corp.,74.216.0.0/16,16,74.216.0.0/16
,WestTel Ltd.,74.222.64.0/19,19,74.222.64.0/19
,MIA ADSL CBB,74.233.0.0/16,16,74.233.0.0/16
,SDF ADSL EEUA,74.250.96.0/19,19,74.250.96.0/19
,Plateau Telecommunications Incorporated,74.50.128.0/19,19,74.50.128.0/19
,NOC4Hosts Inc.,74.50.96.0/19,19,74.50.96.0/19
,LAUREL HIGHLAND TELEPHONE COMPANY,74.51.160.0/20,20,74.51.160.0/20
,Flexential Colorado Corp.,74.63.128.0/18,18,74.63.128.0/18
,"Limestone Networks, Inc.",74.63.192.0/18,18,74.63.192.0/18
,LUS Fiber,74.80.0.0/18,18,74.80.0.0/18
,Zito Networks,74.81.105.0/26,26,74.81.105.0/26
,iFiber Communications Corp.,74.82.224.0/19,19,74.82.224.0/19
,Dunkirk & Fredonia Telephone Company,74.84.224.0/19,19,74.84.224.0/19
,Key Impact,74.85.103.0/27,27,74.85.103.0/27
,Chicago Field Office Kenosha Cty Det Ctr (POETS 129781),74.85.117.0/27,27,74.85.117.0/27
,Pima County AZ - Main Jail,74.85.127.0/26,26,74.85.127.0/26
,Optimum Online,74.88.0.0/15,15,74.88.0.0/15
,Optimum Online,74.90.0.0/16,16,74.90.0.0/16
,"Nuclearfallout Enterprises, Inc.",74.91.116.0/24,24,74.91.116.0/24
,"Nuclearfallout Enterprises, Inc.",74.91.123.0/24,24,74.91.123.0/24
,OWENS CAFE,74.92.238.0/29,29,74.92.238.0/29
,NECN MODEM 4,74.93.254.0/29,29,74.93.254.0/29
,Best One Rate,74.94.227.0/29,29,74.94.227.0/29
,"Single Digits, Inc.",75.102.128.0/20,20,75.102.128.0/20
,"Regus Business Centre, LLC",75.103.0.0/18,18,75.103.0.0/18
,Alltel - Commerce,75.117.24.0/21,21,75.117.24.0/21
,Windstream - Mooresville,75.117.88.0/21,21,75.117.88.0/21
,"TekSavvy Solutions, Inc.",75.119.224.0/19,19,75.119.224.0/19
,Static IP Services,75.127.128.0/20,20,75.127.128.0/20
,Static IP Services,75.127.144.0/21,21,75.127.144.0/21
,CHARTER PACIFIC CORP,75.127.150.0/29,29,75.127.150.0/29
,Static IP Services,75.127.152.0/21,21,75.127.152.0/21
,Static IP Services,75.127.160.0/21,21,75.127.160.0/21
,UTOPIA HOME,75.127.160.0/29,29,75.127.160.0/29
,CRAZY BILLYS,75.127.165.0/29,29,75.127.165.0/29
,NASSAU COUNTY-CENTEN,75.127.166.0/29,29,75.127.166.0/29
,HRCC-PAT CHOGUE OUTREA,75.127.167.0/29,29,75.127.167.0/29
,Static IP Services,75.127.168.0/21,21,75.127.168.0/21
,PETRICON PHARMACY,75.127.169.0/29,29,75.127.169.0/29
,VICTOR SOROKIN,75.127.170.0/29,29,75.127.170.0/29
,ELMSFORD FD - ELECTRO,75.127.173.0/29,29,75.127.173.0/29
,FRIENDSO F ISLAND ACA,75.127.175.0/29,29,75.127.175.0/29
,Static IP Services,75.127.176.0/21,21,75.127.176.0/21
,Static IP Services,75.127.184.0/21,21,75.127.184.0/21
,SMASH BURGER HCKSVI,75.127.184.0/29,29,75.127.184.0/29
,MILLER PROCTOR NICH,75.127.185.0/29,29,75.127.185.0/29
,BROOKLYN TEXTILE-983,75.127.189.0/29,29,75.127.189.0/29
,NATOLI PE MICHAEL,75.127.192.0/29,29,75.127.192.0/29
,EXCEL ORTHOPEDIC RE,75.127.193.0/29,29,75.127.193.0/29
,D & J CLEANERS,75.127.194.0/29,29,75.127.194.0/29
,SUSSEX A V URBAN RENEW,75.127.195.0/29,29,75.127.195.0/29
,MARK HARTIGAN,75.127.197.0/29,29,75.127.197.0/29
,REGENCY GRANDE NURSE,75.127.198.0/29,29,75.127.198.0/29
,AW WARTA INSURANCE AGC,75.127.199.0/29,29,75.127.199.0/29
,Static IP Services,75.127.200.0/21,21,75.127.200.0/21
,SCO FAMI LY OF SERVICE,75.127.206.0/29,29,75.127.206.0/29
,THOMAS O'BRIEN,75.127.207.0/29,29,75.127.207.0/29
,Static IP Services,75.127.208.0/20,20,75.127.208.0/20
,Static IP Services,75.127.224.0/21,21,75.127.224.0/21
,Static IP Services,75.127.232.0/21,21,75.127.232.0/21
,INDEPEND COMPUTER MANT,75.127.233.0/29,29,75.127.233.0/29
,A.A. USE AUTO-CORES-ME,75.127.239.0/29,29,75.127.239.0/29
,Static IP Services,75.127.240.0/21,21,75.127.240.0/21
,PARKING AUTHORITY,75.127.243.0/29,29,75.127.243.0/29
,Static IP Services,75.127.248.0/22,22,75.127.248.0/22
,Static IP Services,75.127.252.0/22,22,75.127.252.0/22
,VADAKARA INTERNAL MEDI,75.127.254.0/29,29,75.127.254.0/29
,SANX INC,75.127.255.0/29,29,75.127.255.0/29
,Karban TV Systems,75.141.58.0/23,23,75.141.58.0/23
,TRANSATLANTIC INVESTMENT,75.144.138.0/29,29,75.144.138.0/29
